title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
VIP,series,2019–,N/A,28 Oct 2019,"Drama, Mystery, Romance",N/A,N/A,Korean,South Korea,tt11018750,7.7,198,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWJmZWJjNjEtNDk0Yy00YmNmLWI2YTgtOGNlYjFmYzY2OTY2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
You Are Beautiful,series,2009,N/A,07 Oct 2009,"Comedy, Drama, Music, Romance",N/A,N/A,Korean,South Korea,tt2074131,7.7,"3,973",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzcyOWIwNWYtOTNlYi00NDQ0LWI1YTEtNDg2YmViNDdmMmE5XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
You Are My Destiny,series,2014,TV-14,02 Jul 2014,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3865722,7.9,"1,811",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmYzZTM4MmEtNTZjZi00M2YxLWE3ZGEtOTc2NThlYWEyZTY2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
She Was Pretty,series,2015,N/A,16 Sep 2015,"Comedy, Romance",N/A,N/A,"Korean, English",South Korea,tt5045900,7.7,"3,617",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmM5YTc5MmEtMzRjNi00NWVlLTkyMmItNTRhMjViY2JlNzE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
"That Winter, the Wind Blows",series,2013,N/A,13 Feb 2013,Drama,N/A,N/A,Korean,South Korea,tt2806646,7.7,"1,418",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODI0ODVjMzQtZDEwNy00MWNmLWJmZjYtNTJjMTg1ZmRmZTA0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Moonlight Drawn by Clouds,series,2016,N/A,15 Aug 2016,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt5575678,7.9,"2,044",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2ZiYTliYzgtNDYwZi00MjU3LThiNWYtOGZlOGM0YTU5MzMxXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My Girlfriend Is a Gumiho,series,2010,N/A,11 Aug 2010,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt2255085,7.8,"2,496",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWFmZTlkZjItNWQ5OS00ZWMwLWJlNmItNDlmNmQyNzdiZWE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Voice,series,2017–2021,TV-14,01 Mar 2020,"Action, Crime, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt6212854,7.7,"1,231",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU2NWU0MjUtMGE1NS00MGE3LTk4ZTktYzhjMjk3NTBiNWNhXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg
Alhambeura Goongjeonui Chooeok,series,2018–2019,TV-MA,01 Dec 2018,"Drama, Romance, Sci-Fi, Thriller",N/A,N/A,"Korean, English, Spanish",South Korea,tt8236556,7.8,"3,647",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGZjOTc4ODgtMTA4Yi00ZWFiLWFiZTUtMDk1ZjZmNDlhYTAyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Pasta,series,2010–,N/A,04 Jan 2010,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt2181460,7.7,660,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGM5ZjY1NWQtNWQ1Ny00YzUyLWFhODYtMzUzNzRkZDM3NzczXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The K2,series,2016,TV-14,23 Sep 2016,"Drama, Romance, Thriller",N/A,N/A,Korean,South Korea,tt5966882,7.8,"3,566",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGI1MDIzNTItMzg1ZS00MmFkLWFlZDEtYmVmZWVkMDZkM2U3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Still 17,series,2018,N/A,23 Jul 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8648696,7.8,"1,142",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTI3MmEyNDktODk1OC00M2QxLWJjYjUtNWI4YzIwNmMzZTBlXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Mystic Pop-up Bar,series,2020,N/A,20 May 2020,"Comedy, Fantasy, Mystery",N/A,N/A,Korean,South Korea,tt12246190,8.0,"1,067",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Q5NWE0ZjctYWI2MS00N2E1LWE5NjAtYTY5ZTRjN2ZmZWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Mother,movie,2009,R,28 May 2009,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho (story), Eun-kyo Park (screenplay), Bong Joon Ho (screenplay)",Korean,South Korea,tt1216496,7.8,"53,293",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg
My Only One,series,2018–,N/A,15 Sep 2018,Drama,N/A,N/A,Korean,South Korea,tt8884460,7.8,45,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODdjYmRiMTUtYjFiYS00MjExLTgwYWYtMzIxNGI5YzU2YTc3XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Uncontrollably Fond,series,2016,TV-14,06 Jul 2016,"Drama, Romance",N/A,N/A,Korean,South Korea,tt5764282,7.8,"1,818",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjdhZjMzYzAtNjcxMC00ZmIxLTlhZjktYjBlMmZkNDQzYWYwXkEyXkFqcGdeQXVyNjc1NTAxMzI@._V1_SX300.jpg
Who Are You: School 2015,series,2015,TV-Y7,27 Apr 2015,"Drama, Mystery, Romance",N/A,N/A,Korean,South Korea,tt5087824,7.7,"1,339",N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2Y4MTE2MDEtOTRhNS00Yzk0LTk0M2MtNzJmMGI5YmIxNmE1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Doctors,series,2016,N/A,20 Jun 2016,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt5764332,7.7,"1,863",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTlkMjFiYjAtNGUxOC00MGUwLThmODEtYTllYTViNGEwOTI2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Don't Dare to Dream,series,2016,N/A,24 Aug 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt5936884,7.8,"1,113",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzQ3NTQ2YTQtZGYyZC00MThkLWJmOTgtYzI4YzdjYjA1YzVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
School 2017,series,2017,TV-14,17 Jul 2017,Drama,N/A,N/A,Korean,South Korea,tt7020608,7.6,739,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjM1MzJjOGEtYjJlMi00MjA0LTg0ZGQtNDcxNThiYjU1YTE0XkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Second 20s,series,2015,N/A,28 Aug 2015,Drama,N/A,N/A,Korean,South Korea,tt4984004,7.7,258,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDQ4ZjQxZGEtYmRhMi00YmI3LTkyNDQtN2E1ZDdhNjlkM2UzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Live Up to Your Name,series,2017,N/A,12 Aug 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7094874,7.8,685,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzYwY2NkZGItYzBmZi00YjI3LWJlMTQtYjE5NWE4Y2RjMzNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Doctor Stranger,series,2014,TV-14,05 May 2014,"Action, Drama, Romance",N/A,N/A,Korean,South Korea,tt3693414,7.4,"1,870",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTc5YTAwMWQtZDBlNS00OTAzLWJlYzYtODVmMTRmYjVhMWE4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
You're All Surrounded,series,2014,N/A,07 May 2014,"Action, Comedy, Mystery, Romance",N/A,N/A,Korean,South Korea,tt3693428,7.5,891,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTVjZTQ5MmEtYjQ2Zi00N2QzLTg5NGUtYTcxNDljODY1MzU5XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Dream High,series,2011–2012,N/A,31 Jul 2011,"Comedy, Music, Romance",N/A,N/A,Korean,South Korea,tt1996607,7.6,"2,394",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmY5Y2U2ZDQtMWE1Mi00ZTRhLTlhNmYtZTcxMmIxZmY2MWQ1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Dream High,series,2011–2012,N/A,31 Jul 2011,"Comedy, Music, Romance",N/A,N/A,Korean,South Korea,tt1996607,7.6,"2,394",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmY5Y2U2ZDQtMWE1Mi00ZTRhLTlhNmYtZTcxMmIxZmY2MWQ1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Marriage Contract,series,2016,N/A,05 Mar 2016,Drama,N/A,N/A,Korean,South Korea,tt5525778,7.6,463,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDg0OGJmODctMmJmNi00NmI1LWJlN2MtZTVlMDU0NTAxYzJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Yong Pal,series,2015,N/A,05 Aug 2015,"Drama, Romance",N/A,N/A,Korean,South Korea,tt5010664,7.5,643,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTNmMDhlOTEtZDZkNi00MWI2LWEzMGQtMmNiZGUwYTM3ODY4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My ID Is Gangnam Beauty,series,2018,N/A,27 Jul 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8585954,7.5,"2,121",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGExNmEwMDUtZWZjMy00OTM5LWE0ODUtNzcwNjg0OTMwOGQwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Miss Hammurabi,series,2018,N/A,21 May 2018,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt8090388,7.6,399,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTExZGIwY2EtNDU4OS00OTBlLWJiMTItNDM5ZTU2ZTQ2N2EyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
My First First Love,series,2019,N/A,18 Apr 2019,Drama,N/A,N/A,Korean,South Korea,tt8995604,7.6,"1,392",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWVhNTgwMWEtN2U4Yi00NDhhLWIxOWQtNDc2Y2Y1MTFmM2U1XkEyXkFqcGdeQXVyMTEwMTcyMzkz._V1_SX300.jpg
"Bring It On, Ghost",series,2016,TV-14,11 Jul 2016,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5768840,7.7,"1,524",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDJlYjVjMzUtNzBlOC00Yjk2LWJhMDYtMTJlZjA1NDM3NDI4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Aruna & Her Palate,movie,2018,TV-MA,27 Sep 2018,Drama,Edwin,"Laksmi Pamuntjak (story), Titien Wattimena (script writer)",Indonesian,"Indonesia, South Korea, Singapore",tt8894180,7.3,603,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDkwMmQ1Y2ItYjUxMi00MjQ0LTgyNWItZWMwMmFlYjg2Mzg2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Reunited Worlds,series,2017,TV-14,19 Jul 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7056766,7.4,159,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2EzNGZhYzItOWViOS00M2I2LWEyNGUtYmFjNmFhYWI0MDc3XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Record of Youth,series,2020–,TV-14,07 Sep 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt12850322,7.3,"1,168",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Y5NDA4ZTAtNDViZS00NGMzLWFjNDUtZGI0NzRiNGQ3ZDg4XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The Good Detective,series,2020–,N/A,06 Jul 2020,"Action, Drama, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt12504214,7.4,297,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWY1ZjAwZTctMmUwNS00MmY0LTg3ZjItYTBmYWZmNWFkMTBlXkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_SX300.jpg
Familiar Wife,series,2018,N/A,01 Aug 2018,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt8487786,7.5,522,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg4YmFhYTEtNzdjMi00MjUwLWI5YTgtYmQ3MzNjMTY0MmE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Invader ZIM: Enter the Florpus,movie,2019,TV-Y7-FV,16 Aug 2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Hae Young Jung, Young Kyun Park, Jhonen Vasquez","Jhonen Vasquez, Jhonen Vasquez (creator), Breehn Burns (story consultant), Eric Trueheart (writing consultant)","English, Korean","South Korea, USA",tt6739094,7.5,"4,866",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTYyY2NlMzktZWE4Yi00ZjkxLWJjZGItNTgyMDU3YTc4MTlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Love Alarm,series,2019–,TV-MA,22 Aug 2019,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt9145880,7.4,"2,318",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDI2ZmQ2MGMtN2NhMC00MWJiLWI5YmYtYzEzMjljOGI4YjAxXkEyXkFqcGdeQXVyMTA1OTkyNzk5._V1_SX300.jpg
Cheese in the Trap,series,2016,N/A,04 Jan 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4741110,7.4,"2,946",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRiNThhODktZmVjNy00MzU5LThhZGYtMDllNWQ5YzJhZTUzXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
Strongest Deliveryman,series,2017,N/A,04 Aug 2017,"Drama, Romance",N/A,N/A,Korean,South Korea,tt7022748,7.3,349,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZkOGVjNjQtYzhhOC00MzA1LThmODgtMDI3ZGJlZWJmYWViXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Forgotten,movie,2017,TV-MA,29 Nov 2017,"Horror, Mystery, Thriller",Hang-jun Jang,Hang-jun Jang,Korean,South Korea,tt7057496,7.4,"19,763",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWE2Y2FhNzQtN2NkOC00MjdjLTgyMDYtYTUwMzQ0MTIxNjcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
The Producers,series,2015,N/A,15 May 2015,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt4612922,7.3,886,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjM1NGI1Y2MtZDg3NS00MjNmLWJjMTYtZmE3ZTk1YzgyODhmXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
YG Future Strategy Office,series,2018–,TV-MA,05 Oct 2018,Comedy,N/A,N/A,N/A,South Korea,tt8129694,7.1,186,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I0ZDQyMTQtZTFkMC00ZDU5LTk1NjItZjlhYjg5YTFhMzdlXkEyXkFqcGdeQXVyNTk5NDY5Njc@._V1_SX300.jpg
Beautiful Gong Shim,series,2016,N/A,14 May 2016,"Comedy, Crime, Drama, Romance",N/A,N/A,Korean,South Korea,tt5705896,7.3,666,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTE2NTA4NjQtZTVjMy00NzI5LWJmNDMtNzk1MDBkZGNmMjlkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My Secret Romance,series,2017,TV-14,17 Apr 2017,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt6300100,7.2,"1,887",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWE3YjI3M2MtYjAyYS00YjAyLWFkZDAtOTM5NDVjZTY0ZGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tomorrow with You,series,2017,TV-14,03 Feb 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5994346,7.5,655,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmU1ZmQwZGItNTM4Zi00NTYyLWFhNjItMTBlM2JlODA4Zjk2L2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Wok of Love,series,2018,N/A,07 May 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8236528,7.5,552,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWQyMTJiZTMtZjU1Zi00NzZjLWFlY2QtZTFmYjM5NjhlMmZhXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Find Me in Your Memory,series,2020–,N/A,18 Mar 2020,"Fantasy, Mystery, Romance",N/A,N/A,Korean,South Korea,tt11885790,7.4,321,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTg2NDY4MTUtMDVhNy00YTZkLWFmMWItOGUzOWE2NTc0MjdhXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Oggy and the Cockroaches,series,1997–,TV-Y,28 Nov 1998,"Animation, Action, Comedy, Family",N/A,"Jean-Yves Raimbaud, Marc Du Pontavice","French, English","France, Canada, Philippines, Vietnam, South Korea, USA, UK",tt0213363,7.3,"3,602",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzBmODg2NDctODE2Ny00NjcwLTliNTYtZTlmMjg4MTAwMzJmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg
Ultimate Beastmaster,series,2017–2018,N/A,24 Feb 2017,"Game-Show, Reality-TV",N/A,"David Broome, Sylvester Stallone","English, Spanish, Korean, Japanese, German, Portuguese","USA, Brazil, South Korea, Mexico, Japan, Germany",tt5607970,7.3,"2,116",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjkxMjM5MTkzM15BMl5BanBnXkFtZTgwNDAwODIzMTI@._V1_SX300.jpg
Okja,movie,2017,TV-MA,28 Jun 2017,"Action, Adventure, Drama, Sci-Fi",Bong Joon Ho,"Bong Joon Ho (screenplay by), Jon Ronson (screenplay by), Bong Joon Ho (story by)","English, Korean, Spanish","South Korea, USA",tt3967856,7.3,"106,006","Kate Street Picture Company, Plan B Entertainment, Lewis Pictures, Netflix",N/A,https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg
Argon,series,2017,N/A,04 Sep 2017,Drama,N/A,N/A,Korean,South Korea,tt7094798,7.4,202,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGExOGRiMGQtYjFmYS00YmU0LWJkYjAtYTBkZjFmZWJkNzcyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Ultimate Beastmaster,series,2017–2018,N/A,24 Feb 2017,"Game-Show, Reality-TV",N/A,"David Broome, Sylvester Stallone","English, Spanish, Korean, Japanese, German, Portuguese","USA, Brazil, South Korea, Mexico, Japan, Germany",tt5607970,7.3,"2,116",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjkxMjM5MTkzM15BMl5BanBnXkFtZTgwNDAwODIzMTI@._V1_SX300.jpg
Along With the Gods: The Two Worlds,movie,2017,Not Rated,20 Dec 2017,"Action, Drama, Fantasy",Yong-hwa Kim,"Ho-min Ju (story), Yong-hwa Kim",Korean,South Korea,tt7160070,7.3,"12,368",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2FjN2Q0ZWQtN2NiOC00MTZjLTg3ZDEtMmVkNzM0ODBkYmU1XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg
The Secret Life of My Secretary,series,2019–,N/A,06 May 2019,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt10101272,7.4,648,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzNhNDFkZTctZmJjOS00Y2Q0LThmYTMtMjFmNGRmMTVjYzIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Pinkfong Wonderstar,series,2019–,N/A,16 Mar 2019,Animation,N/A,N/A,Korean,South Korea,tt9854932,7.0,12,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDc0YTZiOTAtYjUzNi00YzE3LWI5YzQtY2ZmMWQ4NWM3NGE3XkEyXkFqcGdeQXVyOTY0MDUzMDg@._V1_SX300.jpg
Zack and Quack,series,2012–,N/A,05 Apr 2014,"Animation, Adventure, Family, Fantasy",N/A,"Gili Dolev, Yvette Kaplan",English,"Israel, UK, South Korea",tt2204472,7.1,63,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTU1MzFiOGMtMDdhYS00ZmY3LWFhNGUtN2NkODJkZDJjN2RmXkEyXkFqcGdeQXVyNDEzMDc0Nzk@._V1_SX300.jpg
Cinderella and the Four Knights,series,2016,N/A,12 Aug 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt5764414,7.4,"2,555",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDk4MzYxMjYtNWI0ZS00NDE1LTk5YjYtZjI4NDM1ZTBhZjdmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Girl Who Sees Smells,series,2015,N/A,01 Apr 2015,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4583316,7.1,918,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTNiMTNlYmYtMDI1My00Y2EyLWI1ZDgtMzVhODNjYjM2NzQ2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Birth of a Beauty,series,2014–2015,N/A,01 Nov 2014,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4269776,7.0,705,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTlkYmQ0ZGEtY2ZmOC00YTg5LTljMjktOTc2ODE5ZTkwZTg5XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Liar and His Lover,series,2017,N/A,20 Mar 2017,"Music, Romance",N/A,N/A,Korean,South Korea,tt6422226,6.9,620,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzkwNWNhMTUtYmQ4MC00NDc0LWI4MzctMzVhMzk4MDliZTUyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Suits,series,2018,N/A,25 Apr 2018,"Crime, Drama, Thriller",N/A,Aaron Korsh,Korean,South Korea,tt8084058,7.4,489,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTRhNjE1NzktNDM3Zi00NzFjLWI2ZGEtMTZhZTZhZTczYWM2XkEyXkFqcGdeQXVyMzEzMjk0MQ@@._V1_SX300.jpg
100 Days My Prince,series,2018,N/A,10 Sep 2018,"Comedy, History, Romance",N/A,N/A,Korean,South Korea,tt8199972,7.5,927,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjljZGVmOWUtMGE4My00OGEyLWE2MWUtOWViYmE1YjQ5YWQzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Seoul Searching,movie,2015,TV-MA,15 Dec 2017,"Comedy, Drama, Music, Romance",Benson Lee,Benson Lee,"English, Korean, German","South Korea, China, USA",tt2566644,7.0,"1,306",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTUyNDM2MzQ1OV5BMl5BanBnXkFtZTgwMzU0NzEwOTE@._V1_SX300.jpg
Steel Rain,movie,2017,TV-MA,14 Mar 2018,"Action, Drama, Thriller",WooSuk Yang,"Ha-Yong Jung, WooSuk Yang","Korean, Mandarin, English",South Korea,tt6769508,7.1,"4,496",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzI0YjY0ODktOWU3MC00MjkyLThiNjQtNGM5NTllODRhOWQwXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
Beauty Inside,series,2018,N/A,01 Oct 2018,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt8801708,7.5,"1,101",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGQ3OWRmNTctODYyNC00Y2JkLThiMjUtZGM5YmZiZWYzYWIxXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
