title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
Masquerade,movie,2012,Not Rated,13 Sep 2012,"Drama, History",Chang-min Choo,"Jo-yun Hwang (screenplay), Chang-min Choo (screenplay adaptation)",Korean,South Korea,tt2290840,7.8,"6,063",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODMzYmI3MjgtNDY4MS00YzVjLTg0MDctYzVlZDM2MmRlMmZjXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg
Joint Security Area,movie,2000,Not Rated,09 Sep 2000,"Action, Drama, Thriller, War",Chan-wook Park,"Seong-san Jeong, Hyun-seok Kim, Mu-yeong Lee, Chan-wook Park, Myeong-chan Park (comic), Sang-yeon Park (novel)","Korean, English, German",South Korea,tt0260991,7.8,"26,634",Warner Brothers/Seven Arts,N/A,https://m.media-amazon.com/images/M/MV5BMTI1NDA4NTMyN15BMl5BanBnXkFtZTYwNTA2ODc5._V1_SX300.jpg
Sunny,movie,2011,PG-13,22 Aug 2011,"Comedy, Drama",Hyeong-Cheol Kang,"Hyeong-Cheol Kang, Byeong-heon Lee (screenplay adaptation)",Korean,South Korea,tt1937339,7.8,"5,166",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk2MTgxMjgxNl5BMl5BanBnXkFtZTgwOTU2MTAzMjE@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
Inspiring Generation,series,2014–,N/A,15 Jan 2014,"Action, Crime, Drama, History, Romance",N/A,N/A,"Korean, Japanese",South Korea,tt3112622,7.5,175,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGQ4MWVkNDUtYWNmOS00Mzk4LTljNGYtYTNiODFiZTZiOWJiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Mother,movie,2009,R,28 May 2009,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho (story), Eun-kyo Park (screenplay), Bong Joon Ho (screenplay)",Korean,South Korea,tt1216496,7.8,"53,293",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg
"That Winter, the Wind Blows",series,2013,N/A,13 Feb 2013,Drama,N/A,N/A,Korean,South Korea,tt2806646,7.7,"1,418",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODI0ODVjMzQtZDEwNy00MWNmLWJmZjYtNTJjMTg1ZmRmZTA0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Classic,movie,2003,N/A,30 Jan 2003,"Drama, Romance",Jae-young Kwak,Jae-young Kwak,Korean,South Korea,tt0348568,7.8,"8,412",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODNlYjA2ODAtYmZkYS00YWJiLTg3Y2QtNWQxYjdlN2Y5ZWVjXkEyXkFqcGdeQXVyNTMyMDkwMTE@._V1_SX300.jpg
Voice,series,2017–2021,TV-14,01 Mar 2020,"Action, Crime, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt6212854,7.7,"1,231",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU2NWU0MjUtMGE1NS00MGE3LTk4ZTktYzhjMjk3NTBiNWNhXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg
Alhambeura Goongjeonui Chooeok,series,2018–2019,TV-MA,01 Dec 2018,"Drama, Romance, Sci-Fi, Thriller",N/A,N/A,"Korean, English, Spanish",South Korea,tt8236556,7.8,"3,647",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGZjOTc4ODgtMTA4Yi00ZWFiLWFiZTUtMDk1ZjZmNDlhYTAyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
A Taxi Driver,movie,2017,Not Rated,11 Aug 2017,"Action, Drama, History",Hun Jang,Yu-na Eom,"Korean, German, English, Japanese",South Korea,tt6878038,7.9,"16,892",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTA5ZGE4ZTQtYjVjOS00MTllLTkwZWEtYzQ5NzljMWJkYWE4XkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg
The K2,series,2016,TV-14,23 Sep 2016,"Drama, Romance, Thriller",N/A,N/A,Korean,South Korea,tt5966882,7.8,"3,566",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGI1MDIzNTItMzg1ZS00MmFkLWFlZDEtYmVmZWVkMDZkM2U3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Mystic Pop-up Bar,series,2020,N/A,20 May 2020,"Comedy, Fantasy, Mystery",N/A,N/A,Korean,South Korea,tt12246190,8.0,"1,067",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Q5NWE0ZjctYWI2MS00N2E1LWE5NjAtYTY5ZTRjN2ZmZWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Hello Carbot The Movie: Save The Moon,movie,2019,N/A,04 Sep 2019,"Animation, Adventure, Family, Fantasy, Musical",N/A,N/A,Korean,South Korea,tt10925772,7.8,10,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkZDBiNGEtYzJmZi00NThkLTlhMDMtMWUzM2EzMzdmMGZkXkEyXkFqcGdeQXVyMDQzMzA2Ng@@._V1_SX300.jpg
Mother,movie,2009,R,28 May 2009,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho (story), Eun-kyo Park (screenplay), Bong Joon Ho (screenplay)",Korean,South Korea,tt1216496,7.8,"53,293",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg
Graceful Family,series,2019–,N/A,21 Aug 2019,Drama,N/A,N/A,Korean,South Korea,tt10815362,7.9,202,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2MzZTM5MjEtOWY4ZC00ZDU4LWFhOGYtY2EzYWVhNjQwZjVjXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
1987: When the Day Comes,movie,2017,Not Rated,12 Jan 2018,Drama,Joon-Hwan Jang,Kyung-chan Kim,Korean,South Korea,tt6493286,7.8,"3,819",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzUyMzA5NDktODUzOS00YWE5LWFjYTEtYjA3MDY0ZTM0NmQwXkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg
Missing You,series,2012–2013,N/A,07 Nov 2012,"Drama, Romance",N/A,N/A,Korean,South Korea,tt3215124,7.7,686,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGQyN2EyYWUtYTU2Ny00NTk4LThlNzMtMGU3ZTdkZmFlMjM5XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Cain and Abel,series,2009,N/A,18 Feb 2009,"Action, Drama, Romance",N/A,N/A,Korean,South Korea,tt3147968,7.7,214,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWJhYjhjNWYtZTMzYS00NTk0LThhN2MtNDYyNjEzYmIwNjVkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Attorney,movie,2013,Not Rated,18 Dec 2013,Drama,WooSuk Yang,"Yoon Hyeon-ho, WooSuk Yang",Korean,South Korea,tt3404140,7.7,"5,331",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjI2ODg5NDcxN15BMl5BanBnXkFtZTgwMDEzNzIwMTE@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Second 20s,series,2015,N/A,28 Aug 2015,Drama,N/A,N/A,Korean,South Korea,tt4984004,7.7,258,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDQ4ZjQxZGEtYmRhMi00YmI3LTkyNDQtN2E1ZDdhNjlkM2UzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Christmas in August,movie,1998,Not Rated,24 Jan 1998,"Drama, Romance",Jin-ho Hur,"Jin-ho Hur, Seung-uk Oh, Dong-hwan Shin",Korean,South Korea,tt0140825,7.6,"3,320","Uno Films, Ilshin Investment Co.",N/A,https://m.media-amazon.com/images/M/MV5BOTU0MWMyZDEtMDg2NC00ODI5LWI3YTctZGMxOTQ3ZjU4YmVlXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_SX300.jpg
Live Up to Your Name,series,2017,N/A,12 Aug 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7094874,7.8,685,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzYwY2NkZGItYzBmZi00YjI3LWJlMTQtYjE5NWE4Y2RjMzNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
New World,movie,2013,Not Rated,21 Feb 2013,"Action, Crime, Drama, Thriller",Hoon-jung Park,Hoon-jung Park (screenplay),"Korean, Mandarin",South Korea,tt2625030,7.6,"20,577",Sanai Pictures,N/A,https://m.media-amazon.com/images/M/MV5BMTYxODg5ODMxOV5BMl5BanBnXkFtZTcwNzkwMzYyOQ@@._V1_SX300.jpg
Lady Vengeance,movie,2005,R,29 Jul 2005,"Crime, Drama, Thriller",Chan-wook Park,"Seo-kyeong Jeong, Chan-wook Park, Chan-wook Park (character created by: Lady Vengeance,  Vengeance Trilogy), Myeong-chan Park (comic)","Korean, English, Japanese",South Korea,tt0451094,7.6,"72,188",Moho Film,N/A,https://m.media-amazon.com/images/M/MV5BODdmZGI0MjktNjA4NS00ODgxLWEzZjUtMTc0OTZlMTlhYWE5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
Sympathy for Mr. Vengeance,movie,2002,R,29 Mar 2002,"Crime, Drama, Thriller",Chan-wook Park,"Myeong-chan Park (comic), Mu-yeong Lee (screenplay), Chan-wook Park (screenplay), Jae-sun Lee (screenplay), Jong-yong Lee (screenplay), Chan-wook Park (character created by: Sympathy for Mr. Vengeance,  Vengeance Trilogy)","Korean, Korean Sign Language",South Korea,tt0310775,7.6,"62,915",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BYmNlNDVjMWUtZDZjNS00YTBmLWE3NGUtNDcxMzE0YTQ2ODMxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tong: Memories,series,2016,N/A,22 Jul 2016,Drama,N/A,N/A,Korean,South Korea,tt6289552,8.0,43,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTc2ZWZkYTMtNGZhZC00ZjkzLWFmYTctYmE2MzRhYTEzZDNlXkEyXkFqcGdeQXVyOTQwMjU4ODg@._V1_SX300.jpg
Crossing,movie,2008,N/A,05 Jun 2008,Drama,Tae-gyun Kim,Yu-jin Lee,"Korean, Mandarin, Mongolian",South Korea,tt1133922,7.6,"1,112",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzM2NWRiZWItZjA2ZS00ZjRlLWExMjgtNWFlMmYxNmUyMzBkXkEyXkFqcGdeQXVyNTUxNDM2OTA@._V1_SX300.jpg
My ID Is Gangnam Beauty,series,2018,N/A,27 Jul 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8585954,7.5,"2,121",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGExNmEwMDUtZWZjMy00OTM5LWE0ODUtNzcwNjg0OTMwOGQwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Miss Hammurabi,series,2018,N/A,21 May 2018,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt8090388,7.6,399,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTExZGIwY2EtNDU4OS00OTBlLWJiMTItNDM5ZTU2ZTQ2N2EyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
My First First Love,series,2019,N/A,18 Apr 2019,Drama,N/A,N/A,Korean,South Korea,tt8995604,7.6,"1,392",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWVhNTgwMWEtN2U4Yi00NDhhLWIxOWQtNDc2Y2Y1MTFmM2U1XkEyXkFqcGdeQXVyMTEwMTcyMzkz._V1_SX300.jpg
Burning,movie,2018,Not Rated,17 May 2018,"Drama, Mystery",Chang-dong Lee,"Jungmi Oh (screenplay by), Chang-dong Lee (screenplay by), Haruki Murakami (based on the short story ""Barn Burning"" by)","Korean, English","South Korea, Japan",tt7282468,7.5,"50,002",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Il Mare,movie,2000,N/A,09 Sep 2000,"Drama, Fantasy, Romance",Hyun-seung Lee,"Eun-Jeong Kim, Mi-Yeong Kim, Tae-Yeon Won (letters), Ji-na Yeo",Korean,South Korea,tt0282599,7.6,"8,210","UniKorea Pictures, CJ Entertainment, Sidus, Dream Venture Capital",N/A,https://m.media-amazon.com/images/M/MV5BYTBlMDczY2MtZDI2OC00MDJkLWJiYjgtMWQxODI1MzY1YTVjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
Be With You,movie,2018,PG-13,06 Apr 2018,"Drama, Fantasy, Romance",Jang-Hoon Lee,"Takuji Ichikawa (novel), Su-jin Kang, Jang-Hoon Lee",Korean,South Korea,tt8092252,7.7,"4,075",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzA3NjY4ZjUtMjQ3ZC00N2NmLTk2OTktODllODk0NGRmNjQyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
"Bring It On, Ghost",series,2016,TV-14,11 Jul 2016,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5768840,7.7,"1,524",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDJlYjVjMzUtNzBlOC00Yjk2LWJhMDYtMTJlZjA1NDM3NDI4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Record of Youth,series,2020–,TV-14,07 Sep 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt12850322,7.3,"1,168",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Y5NDA4ZTAtNDViZS00NGMzLWFjNDUtZGI0NzRiNGQ3ZDg4XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The Good Detective,series,2020–,N/A,06 Jul 2020,"Action, Drama, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt12504214,7.4,297,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWY1ZjAwZTctMmUwNS00MmY0LTg3ZjItYTBmYWZmNWFkMTBlXkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_SX300.jpg
Familiar Wife,series,2018,N/A,01 Aug 2018,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt8487786,7.5,522,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg4YmFhYTEtNzdjMi00MjUwLWI5YTgtYmQ3MzNjMTY0MmE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Move the Grave,movie,2019,N/A,25 Mar 2020,"Comedy, Drama, Family",Seung-O Jeong,N/A,Korean,South Korea,tt10410604,7.1,59,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGIzOGFmZmYtZTllYy00ZTQ4LTllNGEtYTU5NmVmODYxYzRjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
August Rush,movie,2007,PG,21 Nov 2007,"Drama, Music",Kirsten Sheridan,"Nick Castle (screenplay), James V. Hart (screenplay), Paul Castro (story), Nick Castle (story)",English,"USA, South Korea",tt0426931,7.5,"103,606",Southpaw Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BNDIwNjE3NjU2NV5BMl5BanBnXkFtZTcwNTQ2NjQzMw@@._V1_SX300.jpg
Personal Taste,series,2010,N/A,31 Mar 2010,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt1666217,7.5,"3,457",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzBmZThlOGEtNTFhMy00YWU5LWIzMGEtNDllNmNmOTBhYjlhXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
Train to Busan,movie,2016,Not Rated,20 Jul 2016,"Action, Horror, Thriller",Sang-ho Yeon,"Joo-Suk Park, Sang-ho Yeon (screenplay)","Korean, Hawaiian",South Korea,tt5700672,7.6,"167,271",RedPeter Film,N/A,https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@._V1_SX300.jpg
Secret Sunshine,movie,2007,Not Rated,22 Dec 2010,Drama,Chang-dong Lee,"Chang-dong Lee, Chung-Joon Lee (novel)",Korean,South Korea,tt0817225,7.5,"7,131",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1_SX300.jpg
Invader ZIM: Enter the Florpus,movie,2019,TV-Y7-FV,16 Aug 2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Hae Young Jung, Young Kyun Park, Jhonen Vasquez","Jhonen Vasquez, Jhonen Vasquez (creator), Breehn Burns (story consultant), Eric Trueheart (writing consultant)","English, Korean","South Korea, USA",tt6739094,7.5,"4,866",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTYyY2NlMzktZWE4Yi00ZjkxLWJjZGItNTgyMDU3YTc4MTlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Love Alarm,series,2019–,TV-MA,22 Aug 2019,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt9145880,7.4,"2,318",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDI2ZmQ2MGMtN2NhMC00MWJiLWI5YmYtYzEzMjljOGI4YjAxXkEyXkFqcGdeQXVyMTA1OTkyNzk5._V1_SX300.jpg
Cheese in the Trap,series,2016,N/A,04 Jan 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4741110,7.4,"2,946",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRiNThhODktZmVjNy00MzU5LThhZGYtMDllNWQ5YzJhZTUzXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
The Wind Blows,series,2019–,N/A,27 May 2019,Drama,N/A,N/A,Korean,South Korea,tt10192474,7.7,24,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDk5MzI4ZTYtYjFlMi00ZDRkLWExNDAtMjY4OTM1NTdhNjAzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Keys To The Heart,movie,2018,N/A,26 Jan 2018,"Comedy, Drama, Family",Sung-Hyun Choi,Sung-Hyun Choi,Korean,South Korea,tt6985200,7.5,825,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmNhOGZlMmQtZjk5MC00MTBiLWI0MzktOWI1NGRiNmJhYzk5XkEyXkFqcGdeQXVyNDIzMTI4NDE@._V1_SX300.jpg
A Werewolf Boy,movie,2012,Not Rated,30 Nov 2012,"Drama, Fantasy, Romance",Sung-hee Jo,Sung-hee Jo,Korean,South Korea,tt2315152,7.3,"6,824",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5MjI0NDc1MV5BMl5BanBnXkFtZTgwNzkzMTAzMjE@._V1_SX300.jpg
Harmony,movie,2010,Not Rated,28 Jan 2010,Drama,Dae-gyu Kang,JK Youn (screenplay),Korean,South Korea,tt1588356,7.5,703,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjA3MzM2NzYyOV5BMl5BanBnXkFtZTgwODg4MDE0MjE@._V1_SX300.jpg
Going by the Book,movie,2007,N/A,18 Oct 2007,"Action, Comedy",Hee-chan Ra,"Jin Jang (screenplay), Hiroshi Saitô (original screenplay), Kunihiko Toi (story)",Korean,South Korea,tt1193460,7.4,"1,703",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzgzNjgyMjUxOF5BMl5BanBnXkFtZTgwMzI1NzE1MjE@._V1_SX300.jpg
Strongest Deliveryman,series,2017,N/A,04 Aug 2017,"Drama, Romance",N/A,N/A,Korean,South Korea,tt7022748,7.3,349,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZkOGVjNjQtYzhhOC00MzA1LThmODgtMDI3ZGJlZWJmYWViXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Forgotten,movie,2017,TV-MA,29 Nov 2017,"Horror, Mystery, Thriller",Hang-jun Jang,Hang-jun Jang,Korean,South Korea,tt7057496,7.4,"19,763",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWE2Y2FhNzQtN2NkOC00MjdjLTgyMDYtYTUwMzQ0MTIxNjcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Once Upon a Time in High School: The Spirit of Jeet Kune Do,movie,2004,Not Rated,16 Jan 2004,"Action, Drama, History",Ha Yoo,Ha Yoo,Korean,South Korea,tt0390205,7.4,"2,453",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjAxMzY4MjU2Ml5BMl5BanBnXkFtZTgwNjY5OTQ2MzE@._V1_SX300.jpg
No Mercy,movie,2010,Not Rated,07 Jan 2010,"Action, Crime, Thriller",Hyeong-Joon Kim,Hyeong-Joon Kim,Korean,South Korea,tt1662557,7.5,"6,825",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk0MDQwNTM4Nl5BMl5BanBnXkFtZTgwMTc3MDE0MjE@._V1_SX300.jpg
A Dirty Carnival,movie,2006,Not Rated,15 Jun 2006,"Action, Crime, Drama",Ha Yoo,Ha Yoo,Korean,South Korea,tt0821442,7.3,"8,025",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTc5Mzc3ODUyMl5BMl5BanBnXkFtZTgwNDk0ODc1MjE@._V1_SX300.jpg
The King and the Clown,movie,2005,PG-13,29 Dec 2005,"Drama, History",Joon-ik Lee,"Seok-Hwan Choi, Tae-woong Kim (play)",Korean,South Korea,tt0492835,7.4,"5,095",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTQ1NTY3MTg4MV5BMl5BanBnXkFtZTgwOTUwOTE3MjE@._V1_SX300.jpg
YG Future Strategy Office,series,2018–,TV-MA,05 Oct 2018,Comedy,N/A,N/A,N/A,South Korea,tt8129694,7.1,186,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I0ZDQyMTQtZTFkMC00ZDU5LTk1NjItZjlhYjg5YTFhMzdlXkEyXkFqcGdeQXVyNTk5NDY5Njc@._V1_SX300.jpg
Swing Kids,movie,2018,TV-14,21 Dec 2018,Drama,Hyeong-Cheol Kang,"Woo-Sung Jang (musical), Hyeong-Cheol Kang","Korean, English, Mandarin, Japanese",South Korea,tt7046974,7.5,"1,486",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzczZDliMzAtNGZlYy00ZDFmLWJlOTctMmM0NTVmZjJjYWM5XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg
Crying Fist,movie,2005,N/A,01 Apr 2005,"Action, Drama, Sport",Seung-wan Ryoo,"Cheol-Hong Jeon (screenplay), Seung-wan Ryoo",Korean,South Korea,tt0457007,7.3,"2,821",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDlkYjdmODctYjFhZS00M2VmLTgwNDgtMjIxYzAxNDBiMjg1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
The Front Line,movie,2011,Not Rated,20 Jul 2011,"Action, Drama, History, War",Hun Jang,Sang-yeon Park,"Korean, English",South Korea,tt2007387,7.4,"5,984","TPS Company, A-Po Films",N/A,https://m.media-amazon.com/images/M/MV5BMzM1NzM2NzM0NF5BMl5BanBnXkFtZTcwMzY0NDUyNw@@._V1_SX300.jpg
My Secret Romance,series,2017,TV-14,17 Apr 2017,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt6300100,7.2,"1,887",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWE3YjI3M2MtYjAyYS00YjAyLWFkZDAtOTM5NDVjZTY0ZGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tomorrow with You,series,2017,TV-14,03 Feb 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5994346,7.5,655,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmU1ZmQwZGItNTM4Zi00NTYyLWFhNjItMTBlM2JlODA4Zjk2L2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Fourth Place,movie,2015,N/A,13 Apr 2016,"Drama, Sport",Ji-woo Jung,"Ji-woo Jung, Min-Ah Kim",Korean,South Korea,tt5633396,7.1,88,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGZjM2M1MTItMjZiZi00NmRiLTg2YmYtN2VjNWJlZjhjOGFlXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_SX300.jpg
Kim Ji-young: Born 1982,movie,2019,N/A,23 Oct 2019,Drama,Kim Do-Young,"Kim Do-Young (adaptated by), Jo Nam-Joo (novel), Young Ah Yoo",Korean,South Korea,tt11052808,7.4,"2,318",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWY2Y2QxYzItYzg2Yi00ZjE0LTgyYWItMzQ2ZmY2YzlmN2IzXkEyXkFqcGdeQXVyNzEyMDQ1MDA@._V1_SX300.jpg
Cheese in the Trap,series,2016,N/A,04 Jan 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4741110,7.4,"2,946",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRiNThhODktZmVjNy00MzU5LThhZGYtMDllNWQ5YzJhZTUzXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
