title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
Star Wars: Episode I - The Phantom Menace,movie,1999,PG,19 May 1999,"Action, Adventure, Fantasy",George Lucas,George Lucas,"English, Sanskrit",United States,tt0120915,6.5,"778,653",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Parasite,movie,2019,R,08 Nov 2019,"Comedy, Drama, Horror",Bong Joon Ho,"Bong Joon Ho, Han Jin-won","Korean, English",South Korea,tt6751668,8.5,"737,033",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
Afonso Padilha: Classless,movie,2020,TV-MA,03 Sep 2020,Comedy,"Rudge Campos, Junior Carelli",Afonso Padilha,Portuguese,Brazil,tt12930476,6.8,192,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzQyNTRmY2YtOGUzNy00Njg4LWEzZDktZWZlZDJlMzE2ZWM1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg
The Invisibles,movie,2017,N/A,26 Oct 2017,"Documentary, Biography, Drama",Claus Räfle,"Claus Räfle, Alejandra López","German, Hebrew",Germany,tt5586052,7.1,"1,533",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2VmZjU0MDktZGIyZC00ZTNiLWI4Y2EtZGNmNWE2MDA4YTk2XkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg
The Lost Okoroshi,movie,2019,N/A,03 Sep 2020,"Action, Adventure, Drama",Abba Makama,"Abba Makama, Africa Ukoh",English,Nigeria,tt10888456,5.8,172,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTk1NTc3M2ItZjkwZi00ZjZjLTg2MTAtNmI1OTNjMThmODA4XkEyXkFqcGdeQXVyNjc1MjIyNzg@._V1_SX300.jpg
Kandasamys: The Wedding,movie,2019,N/A,18 Apr 2019,Comedy,Jayan Moodley,"Rory Booth, Jayan Moodley",English,South Africa,tt10217780,6.0,226,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmZkNmFjZWMtYzY3Yy00ZmNmLTk4NTItMmM5MzA4NWYwZTRmXkEyXkFqcGdeQXVyNjIwNjIyMTU@._V1_SX300.jpg
Young Wallander,series,2020–,TV-MA,03 Sep 2020,"Crime, Drama, Mystery",N/A,Ben Harris,English,United Kingdom,tt9359220,6.8,"10,956",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWI5ZTM4ZmMtMmE1ZC00NDkzLWI1ZjgtZTEwMDVhZTNhOGRkXkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_SX300.jpg
"Love, Guaranteed",movie,2020,TV-PG,03 Sep 2020,"Comedy, Romance",Mark Steven Johnson,"Elizabeth Hackett, Hilary Galanoy",English,United States,tt11100856,5.6,"17,092",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDE1MmE4MTktNzU0OS00YjdmLWEyNzYtY2JhNWE4ZWVlYmY5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg
The Platform,movie,2019,TV-MA,20 Mar 2020,"Horror, Sci-Fi, Thriller",Galder Gaztelu-Urrutia,"David Desola, Pedro Rivero","Spanish, Italian",Spain,tt8228288,7.0,"206,905",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzllNmRjYWItNjlhNS00MjcyLWIyODEtMTg0ZjBiNTNhNzQwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_SX300.jpg
Chef,movie,2014,R,30 May 2014,"Adventure, Comedy, Drama",Jon Favreau,Jon Favreau,"English, Spanish",United States,tt2883512,7.3,"211,673",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTQyNDQwMjYtZTY5YS00MGU2LWE5NzctMjM4Y2IyYjkwMjNkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
Sky Tour: The Movie,movie,2020,N/A,12 Jun 2020,"Documentary, Music",Son Tung Mtp,Son Tung Mtp,Vietnamese,Vietnam,tt12486200,5.7,"1,037",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWJmMzU2OGItNGRjMC00MWYxLWFkMTQtMDdlNWEyMjA2MmU5XkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SX300.jpg
Ave Maryam,movie,2018,N/A,11 Apr 2019,"Drama, Romance",Robby Ertanto,Robby Ertanto,Indonesian,Indonesia,tt9307666,7.0,481,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzNmYzA4MTQtMTU0Yi00YTIyLWEzOGUtZTg3MTcwZjZiMzNmXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_SX300.jpg
Barbie Princess Adventure,movie,2020,N/A,01 Sep 2020,"Animation, Family, Musical",Conrad Helten,Ann Austen,English,Netherlands,tt12767498,5.4,435,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWIyN2Y5NmYtMzdjZi00MzcyLWI2NzgtNjM4NmJmZTcwNDJkXkEyXkFqcGdeQXVyNzQyNTU2MjI@._V1_SX300.jpg
Bookmarks,series,2020–,TV-G,01 Sep 2020,"Short, Family",N/A,N/A,English,United States,tt12923664,4.9,162,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2QwNjUzNWYtNmVjNy00MzkzLWJkZjYtMzFjNmMwMjAzN2Q1XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Felipe Esparza: Bad Decisions,series,2020,N/A,01 Sep 2020,Comedy,N/A,N/A,"English, Spanish",United States,tt12875768,5.4,166,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTIxMmMxMzItYjllNC00YTJlLWE0OWQtZjQ2MmU4NjcyMWI1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Boss Baby: Get That Baby!,movie,2020,TV-Y7,01 Sep 2020,"Animation, Short, Adventure","Dan Forgione, Pete Jacobs, Matt Whitlock","Sarah Katin, J.D. Ryznar, Brandon Sawyer",English,United States,tt12917148,4.9,307,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjUwNTkzNTktMDkzYi00OGYxLThjZmUtMDFmOGRiYmQwMmE4XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
The Match,movie,1999,PG-13,13 Aug 1999,"Comedy, Romance, Sport",Mick Davis,Mick Davis,English,United Kingdom,tt0165384,6.2,"1,379",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDg5ODAxMzcxOF5BMl5BanBnXkFtZTcwMjg4ODgxMQ@@._V1_SX300.jpg
True: Friendship Day,movie,2020,N/A,01 Sep 2020,"Animation, Family","Todd Kauffman, Mark Thornton",N/A,English,Canada,tt12855976,6.0,10,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2VmY2YxNzktN2Y4NC00MzdmLWFjMWMtYmUwZTdhOTdhODE0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Santana,movie,2020,TV-MA,28 Aug 2020,"Action, Crime, Drama","Maradona Dias Dos Santos, Chris Roland","Chris Roland, Maradona Dias Dos Santos","Portuguese, English","South Africa, Angola",tt11769162,3.8,977,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTQ2NzA2MWUtODE0Yi00NDM2LTk4ZjYtOThiYTA0Y2Y4YTE0XkEyXkFqcGdeQXVyODY3NzMzMw@@._V1_SX300.jpg
I Am A Killer: Released,series,2020,TV-MA,28 Aug 2020,"Documentary, Crime",N/A,N/A,English,"United Kingdom, United States",tt12662374,5.2,856,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGIzNTE2YzYtOTAwZS00MzIyLWIzNjQtMTg2YjAyODJhOWNkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Masaba Masaba,series,2020–,TV-MA,28 Aug 2020,"Comedy, Drama",N/A,N/A,Hindi,India,tt10655506,6.7,"1,748",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjAwNDAyMGEtMzc2ZS00ZTQ2LWE4ZDAtOTFiOTVjM2RiZWRlXkEyXkFqcGdeQXVyMTE4MzIxNTMz._V1_SX300.jpg
Unknown Origins,movie,2020,TV-MA,28 Aug 2020,"Action, Crime, Drama",David Galán Galindo,"David Galán Galindo, Fernando Navarro",Spanish,"Spain, Argentina",tt5827790,6.1,"6,725",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNThkNmU1OWYtYjMwMi00MzI4LThhOGYtNDNlMjY2YTk4NmM2XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Cobra Kai,series,2018–,TV-14,02 May 2018,"Action, Comedy, Drama",N/A,"Josh Heald, Jon Hurwitz, Hayden Schlossberg",English,United States,tt7221388,8.6,"162,768",N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2NmNzEzN2QtMTBhOC00OGY1LThkMGMtZTIwMTE3MmUyNDc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
All Together Now,movie,2020,PG,28 Aug 2020,Drama,Brett Haley,"Matthew Quick, Brett Haley, Marc Basch",English,United States,tt3155342,6.5,"4,232",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTM4OGY1NDctM2ZiMy00NWZhLThjODktODY1YTczOTdhYzgzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Bridge Curse,movie,2020,N/A,27 Aug 2020,"Horror, Mystery, Thriller",Lester Hsi,"Keng-Ming Chang, Po-Hsiang Hao",Chinese,Taiwan,tt11242242,5.2,"1,468",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjk2MzQ0ZTMtMThlNi00MmQ1LWJmNWEtN2I0MDlhMGJkMjBiXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg
Her Mother,movie,2017,N/A,09 Sep 2017,N/A,Yoshinori Saito,N/A,Japanese,Japan,tt7328548,N/A,N/A,N/A,N/A,N/A
Rising Phoenix,movie,2020,PG-13,26 Aug 2020,"Documentary, Sport","Ian Bonhôte, Peter Ettedgui",N/A,English,United Kingdom,tt10851618,8.1,"1,648",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTJkNTNlMTAtN2RmYy00YTFhLThlZDQtNDI5ZDlmMWYzNDJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Million Dollar Beach House,series,2020–,TV-MA,26 Aug 2020,Reality-TV,N/A,N/A,English,United States,tt12882136,4.2,806,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjkzMjhiZjItNTExMy00NjgxLTg5YjUtYzhmMGQ5NjdjNjFmXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Emily,movie,2013,N/A,21 Jun 2013,"Short, Drama",Caroline Harvey,Caroline Harvey,English,United Kingdom,tt2582230,7.0,52,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWNmMGQxNjYtNTczYy00N2NkLWFkY2QtNzA3MTNiZDQ2ZTAyXkEyXkFqcGdeQXVyMzk5MjIxMTk@._V1_SX300.jpg
Hoops,movie,2004,Not Rated,03 Aug 2004,"Drama, Short",John Lyde,John Lyde,English,USA,tt0425106,5.7,19,N/A,N/A,N/A
Alien TV,series,2020–2021,TV-Y7,21 Aug 2020,"Animation, Comedy, Family",N/A,N/A,English,N/A,tt12765530,6.1,293,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmIwZGJkZTctNmYwMS00MzNmLTg4NWUtNDMzOTU1YzE2ZTJlXkEyXkFqcGdeQXVyMTE5MTkxMDI2._V1_SX300.jpg
Class of 1984,movie,1982,R,20 Aug 1982,"Action, Crime, Drama",Mark L. Lester,"Tom Holland, Mark L. Lester, John C.W. Saxton",English,Canada,tt0083739,6.6,"11,497",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2QzMTRlOTUtYzc3MS00NWUzLWI2YzAtNDM5NjkyNDMyMTMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Dark Forces,movie,2020,N/A,21 Aug 2020,"Action, Horror, Mystery",Bernardo Arellano,Bernardo Arellano,Spanish,Mexico,tt12536776,2.7,582,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTVkNjQ3YTYtNmQxYi00ZWMwLTgyMjQtMzkxMWQ0NTNhMDY4XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Sleepover,movie,2020,TV-PG,21 Aug 2020,"Action, Adventure, Comedy",Trish Sie,Sarah Rothschild,English,United States,tt10888708,5.6,"10,229",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmE1Mjg5ZjgtYjkzYi00OWYxLWEyMDQtYjI3NWE1ZTc3N2Q3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Biohackers,series,2020–,TV-MA,20 Aug 2020,"Drama, Sci-Fi, Thriller",N/A,Christian Ditter,German,Germany,tt9849210,6.8,"9,486",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWYxOWY4NzItNTkxOC00YzZhLWJhNTEtYTllZjQ3MGY5ZDUxXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Crimes That Bind,movie,2020,TV-14,20 Aug 2020,"Crime, Drama, Thriller",Sebastián Schindel,"Pablo Del Teso, Sebastián Schindel",Spanish,Argentina,tt10915060,6.7,"3,907",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODEzM2NmNmMtNTFhMS00ZDFkLWE1MmItMjRkYTU3MGM4Y2FhXkEyXkFqcGdeQXVyMjI2NDI2MDU@._V1_SX300.jpg
John Was Trying to Contact Aliens,movie,2020,N/A,20 Aug 2020,"Documentary, Short, Biography",Matthew Killip,N/A,English,United States,tt11733790,6.4,"1,487",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWE3Y2JiOTItNjJhOS00MzhkLThjNTMtNzRhNWI5NGIyYjcyXkEyXkFqcGdeQXVyNzU4MjgyOA@@._V1_SX300.jpg
Goedam,series,2020–,TV-MA,20 Aug 2020,"Short, Horror, Mystery",N/A,N/A,Korean,South Korea,tt12929796,5.7,879,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjY4MjBiMTktMjVlNC00ODUxLWE5MjItYjBmYjVmNDBmZjYyXkEyXkFqcGdeQXVyMDY2OTkwNQ@@._V1_SX300.jpg
Scarecrow,movie,1973,R,11 Apr 1973,Drama,Jerry Schatzberg,Garry Michael White,English,United States,tt0070643,7.2,"17,168",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWI4YjlhYTEtMGNkZi00MjJmLWI3M2QtM2NiM2I1YjZiOTg0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Little Singham: Kaal Ka Badla,movie,2020,N/A,23 May 2020,"Animation, Action",Prakash Satam,"Bahaish Kapoor, Yash Thakur",Hindi,India,tt12934616,5.4,24,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDU5YzkyMmUtMjEzNS00MmRiLTg1OTYtODQ4ZWYxZDhlYTg4XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg
High Score,series,2020,TV-14,19 Aug 2020,"Documentary, History",N/A,N/A,English,United States,tt12759400,7.4,"7,716",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDliZWQwNzYtZTI1NS00NDk2LTgyMDAtM2M2MWE1OGVjOTRkXkEyXkFqcGdeQXVyNDY0MDkxNDU@._V1_SX300.jpg
DeMarcus Family Rules,series,2020–,TV-14,19 Aug 2020,Reality-TV,N/A,N/A,English,United States,tt12759420,6.2,110,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjg5ZWNjODctNDU1YS00ODk3LWE3MTEtZTUzODk0YTZiNTQzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Meet the In-Laws,movie,2012,N/A,03 Aug 2012,Comedy,Hai-shu Li,"Yanwei Huang, Hai-shu Li",Mandarin,China,tt2459282,5.6,144,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2M5YWVmMDctMGRmNC00ZDY5LWJjZGItNjUzZDg1MjE1NTQ5XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg
An Easy Girl,movie,2019,TV-MA,13 Aug 2020,"Comedy, Drama",Rebecca Zlotowski,"Teddy Lussi-Modeste, Rebecca Zlotowski","French, Italian, English",France,tt9632590,5.6,"4,962",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWE5YTc3YmItYWUyNi00ZmMyLWI2OTAtZWE0MTY0ZDhiNzI1XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg
Octonauts and the Caves of Sac Actun,movie,2020,N/A,14 Aug 2020,"Animation, Adventure, Comedy",Blair Simmons,"Vicki Wong, Michael Murphy, Gabe Pulliam",English,United Kingdom,tt12759408,6.2,177,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZmZTRlYTItZGYyYi00ODNkLTg1ZTMtMDc1ZDk5ZGU1MTI3XkEyXkFqcGdeQXVyMzAzMzkzNTU@._V1_SX300.jpg
Gunjan Saxena: The Kargil Girl,movie,2020,TV-14,12 Aug 2020,"Action, Biography, Drama",Sharan Sharma,"Nikhil Mehrotra, Sharan Sharma, Hussain Dalal",Hindi,India,tt10350626,5.6,"34,413",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2JmMjczOGEtODg3MS00MGYzLWE5OWYtOTBlNGJmODQyOTE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Nigerian Prince,movie,2018,TV-MA,13 Aug 2020,"Crime, Drama, Thriller",Faraday Okoro,"Faraday Okoro, Andrew Long","English, Ibo","United States, Nigeria",tt6851966,5.8,388,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjYxNzcxMzM4OF5BMl5BanBnXkFtZTgwNzcwMTczNjM@._V1_SX300.jpg
Bread Barbershop,series,2020–,TV-Y,15 Aug 2020,Animation,N/A,N/A,English,South Korea,tt12912830,7.8,124,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWI1Njc3NjktMmY4MC00NDZmLWE4MDItOGUxZDVkY2Y3ODc0XkEyXkFqcGdeQXVyNTg1MTY4MjI@._V1_SX300.jpg
Teenage Bounty Hunters,series,2020,TV-MA,14 Aug 2020,"Comedy, Crime, Drama",N/A,Kathleen Jordan,English,United States,tt10584608,7.7,"10,747",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTg3YjU0NGUtMTFhYi00OWMwLThmOGYtYTg5MDJhMTdmMWIwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Great Heist,series,2020,TV-MA,14 Aug 2020,"Crime, Drama, Thriller",N/A,"Pablo Gonzalez, C.S. Prince",Spanish,Colombia,tt12624844,7.3,"2,500",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTc1YjhjMDUtMGMwNi00M2Y0LTg5NDktNzVjNzlhMDQ3ZTczXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Project Power,movie,2020,R,14 Aug 2020,"Action, Crime, Sci-Fi","Henry Joost, Ariel Schulman",Mattson Tomlin,"English, Spanish",United States,tt7550000,6.0,"84,668",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
Fearless,movie,2006,PG-13,22 Sep 2006,"Action, Biography, Drama",Ronny Yu,"Chris Chow, Richard Epcar, Chi-long To","Mandarin, Japanese, English","China, Hong Kong, United States",tt0446059,7.6,"75,431",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjkzZDViNTYtN2ZjMy00NzY4LTgwMjktNGY5YjUxYmY1NzBiXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
(Un)Well,series,2020–,TV-MA,12 Aug 2020,Documentary,N/A,N/A,English,United States,tt12759384,6.4,"1,046",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDRjMWUxMmYtOTNjOC00MWQ2LWEzYjktZTI5MzM4NzkwMTFmXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Kongsuni and Friends,series,2017–,N/A,22 Aug 2017,Animation,N/A,N/A,English,South Korea,tt9529810,5.6,26,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzlmNDdlOWMtZDA3ZC00MjcwLTgxODctOGQ3ZTJlZDRiMzY1XkEyXkFqcGdeQXVyOTcyNTkzOTA@._V1_SX300.jpg
Takki,series,2012–,N/A,20 Feb 2012,Drama,N/A,N/A,Arabic,Saudi Arabia,tt6052432,6.5,252,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDdjNDI3YTAtYzhhMy00NDE5LThkZGQtMjhhYmJjYmUwYWJiXkEyXkFqcGdeQXVyNjg2NjkzODc@._V1_SX300.jpg
The Governor,series,1995–1996,N/A,14 May 1995,"Crime, Drama",N/A,N/A,English,United Kingdom,tt0111988,7.4,140,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjQ1NmE5ZTEtZjA1Mi00ZjgyLTg5OGYtY2MwZDYxYmJjNmZkXkEyXkFqcGdeQXVyNjk5ODk0NTQ@._V1_SX300.jpg
Word Party Songs,series,2020–,N/A,07 Aug 2020,"Animation, Family",N/A,N/A,English,United States,tt12748268,3.6,18,N/A,N/A,N/A
Work It,movie,2020,TV-14,07 Aug 2020,"Comedy, Music",Laura Terruso,Alison Peck,English,United States,tt10276470,6.1,"12,870",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDk5NjVlOGQtMGQ1Zi00MjZlLWI0NGUtYTllMWNiODRlYmUzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Tiny Creatures,series,2020–,TV-PG,07 Aug 2020,"Documentary, Short, Drama",N/A,N/A,English,United States,tt12759334,5.0,"1,208",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzY5OWQyNjgtYjg1OS00ZWViLWI1OWItM2FmZDhkOGI3YTIwXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
Sing On! Germany,series,2020–,N/A,07 Aug 2020,"Game-Show, Music, Reality-TV",N/A,"Victoria Ashbourne, Stuart Shawcross",German,Germany,tt12748264,5.5,137,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTZmM2I1ZDItNjlhOS00NGM5LThmOTktMmNmZTJiNWM3ZWIyXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Magic School Bus Rides Again: Kids in Space,movie,2020,TV-Y,07 Aug 2020,"Animation, Adventure, Comedy",Richard Weston,"David Skelly, Joanna Cole, Bruce Degen",English,United States,tt12730310,6.2,81,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTY0MjA5Mjc4Ml5BMl5BanBnXkFtZTgwNDE2NDMzNTM@._V1_SX300.jpg
Stars in the Sky: A Hunting Story,movie,2018,TV-14,06 Aug 2020,Documentary,Steven Rinella,Steven Rinella,English,United States,tt10078502,7.3,329,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGFlZjhhOGMtNGY1ZS00YzViLWJjYzktNGQ2MDA4OTE2OGJmXkEyXkFqcGdeQXVyOTYwMjIzNTQ@._V1_SX300.jpg
Aashmani Jawaharat,movie,2014,N/A,15 Aug 2014,Drama,"Sriparna Dey, Anamitra Roy",Anamitra Roy,"Bengali, Hindi, English",India,tt2338287,6.1,11,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWEyNzMzMjgtNzNkYy00NjFmLThiNjItNWUzODZmYTU5NmNhXkEyXkFqcGdeQXVyMTgzMDg0MjE@._V1_SX300.jpg
Nasha Natasha,movie,2020,N/A,06 Aug 2020,"Documentary, Biography, Music",Martín Sastre,Martín Sastre,"Russian, Spanish","Uruguay, Argentina",tt5818722,6.5,299,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2ZmNmUzYTgtYzUwNy00M2YwLWIxOTYtNThlMWU1MGFmNTJmXkEyXkFqcGdeQXVyMzA5NzYzNw@@._V1_SX300.jpg
Anelka: Misunderstood,movie,2020,TV-14,05 Aug 2020,"Documentary, Sport",Franck Nataf,N/A,French,France,tt12724622,6.4,"3,130",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDE2ZjAxMTEtNzc5MS00ZWFhLTk1M2UtMzQ1ZDhkM2VmMzRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
World War Z,movie,2013,PG-13,21 Jun 2013,"Action, Adventure, Horror",Marc Forster,"Matthew Michael Carnahan, Drew Goddard, Damon Lindelof","English, Spanish, Hebrew, Arabic","United States, United Kingdom, Malta",tt0816711,7.0,"646,687",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Sin City,movie,2005,R,01 Apr 2005,"Crime, Thriller","Frank Miller, Quentin Tarantino, Robert Rodriguez","Frank Miller, Robert Rodriguez",English,United States,tt0401792,8.0,"759,656",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Mystery Lab,series,2020–,TV-PG,04 Aug 2020,"Documentary, Animation, Comedy",N/A,N/A,Portuguese,Brazil,tt12723962,7.4,767,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGIxOWNlY2UtN2IwZi00MzRmLWI2YjItMTQ1ZWQ2NmY4NzliXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg
Immigration Nation,series,2020–,TV-MA,03 Aug 2020,Documentary,N/A,N/A,English,United States,tt12754910,7.4,"1,096",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDkyYjc3NWItYWNkYi00NDYzLWE3NDYtZmU1NDhmNDc0ZGYwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
Connected,movie,2008,Not Rated,25 Sep 2008,"Action, Adventure, Crime",Benny Chan,"Alan Yuen, Benny Chan, Xu Bing","Cantonese, Mandarin, English","China, Hong Kong",tt1156506,6.6,"2,255",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGI5MTFjYTktYjA2Mi00MDc3LTg2ZmYtNDNkMzcxMTg4NzUyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
No manches Frida,movie,2016,PG-13,02 Sep 2016,"Comedy, Romance",Nacho G. Velilla,"Laurence Rosenthal, Claudio Herrera, Sergio Sánchez",Spanish,"United States, Mexico, Germany",tt5259966,5.5,"2,303",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjEzNzE5MDAxMl5BMl5BanBnXkFtZTgwNjcxOTE2OTE@._V1_SX300.jpg
Retablo,movie,2017,N/A,16 May 2019,Drama,Alvaro Delgado Aparicio,"Alvaro Delgado Aparicio, Héctor Gálvez","Quechua, Spanish","Peru, Germany, Norway",tt7761590,7.5,"1,729",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTlkMThiYmEtNDQxYy00OWU2LTgwOTItYWZjYTBhMDM5NTAzXkEyXkFqcGdeQXVyMzc1NzA1NzI@._V1_SX300.jpg
