title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
A Taxi Driver,movie,2017,Not Rated,11 Aug 2017,"Action, Drama, History",Hun Jang,Yu-na Eom,"Korean, German, English, Japanese",South Korea,tt6878038,7.9,"16,892",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTA5ZGE4ZTQtYjVjOS00MTllLTkwZWEtYzQ5NzljMWJkYWE4XkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg
Still 17,series,2018,N/A,23 Jul 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8648696,7.8,"1,142",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTI3MmEyNDktODk1OC00M2QxLWJjYjUtNWI4YzIwNmMzZTBlXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Mystic Pop-up Bar,series,2020,N/A,20 May 2020,"Comedy, Fantasy, Mystery",N/A,N/A,Korean,South Korea,tt12246190,8.0,"1,067",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Q5NWE0ZjctYWI2MS00N2E1LWE5NjAtYTY5ZTRjN2ZmZWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Sunny,movie,2011,PG-13,22 Aug 2011,"Comedy, Drama",Hyeong-Cheol Kang,"Hyeong-Cheol Kang, Byeong-heon Lee (screenplay adaptation)",Korean,South Korea,tt1937339,7.8,"5,166",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk2MTgxMjgxNl5BMl5BanBnXkFtZTgwOTU2MTAzMjE@._V1_SX300.jpg
Mother,movie,2009,R,28 May 2009,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho (story), Eun-kyo Park (screenplay), Bong Joon Ho (screenplay)",Korean,South Korea,tt1216496,7.8,"53,293",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg
Cain and Abel,series,2009,N/A,18 Feb 2009,"Action, Drama, Romance",N/A,N/A,Korean,South Korea,tt3147968,7.7,214,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWJhYjhjNWYtZTMzYS00NTk0LThhN2MtNDYyNjEzYmIwNjVkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Princess Hours,series,2006,TV-Y,11 Jan 2006,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt0843195,7.7,"2,298",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmU4ZWJkMWQtOGIwYi00ZDVjLWJiYzEtNWRlMTFkNTBmNjc3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Something About 1%,series,2016,N/A,05 Oct 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt6075098,7.7,804,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWEwMjc0YzUtM2E2ZC00NDg3LTgxYzUtMDllYzc4MDgzZjk3XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Doctors,series,2016,N/A,20 Jun 2016,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt5764332,7.7,"1,863",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTlkMjFiYjAtNGUxOC00MGUwLThmODEtYTllYTViNGEwOTI2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Second 20s,series,2015,N/A,28 Aug 2015,Drama,N/A,N/A,Korean,South Korea,tt4984004,7.7,258,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDQ4ZjQxZGEtYmRhMi00YmI3LTkyNDQtN2E1ZDdhNjlkM2UzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Live Up to Your Name,series,2017,N/A,12 Aug 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7094874,7.8,685,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzYwY2NkZGItYzBmZi00YjI3LWJlMTQtYjE5NWE4Y2RjMzNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Doctor Stranger,series,2014,TV-14,05 May 2014,"Action, Drama, Romance",N/A,N/A,Korean,South Korea,tt3693414,7.4,"1,870",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTc5YTAwMWQtZDBlNS00OTAzLWJlYzYtODVmMTRmYjVhMWE4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Angel Eyes,series,2014,N/A,05 Apr 2014,Drama,N/A,N/A,Korean,South Korea,tt3681890,7.5,368,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDE2YTNlOGQtMmJmYS00M2M3LThhMDgtNjc3YjJlNmQ1YmI0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Dream High,series,2011–2012,N/A,31 Jul 2011,"Comedy, Music, Romance",N/A,N/A,Korean,South Korea,tt1996607,7.6,"2,394",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmY5Y2U2ZDQtMWE1Mi00ZTRhLTlhNmYtZTcxMmIxZmY2MWQ1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Dream High,series,2011–2012,N/A,31 Jul 2011,"Comedy, Music, Romance",N/A,N/A,Korean,South Korea,tt1996607,7.6,"2,394",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmY5Y2U2ZDQtMWE1Mi00ZTRhLTlhNmYtZTcxMmIxZmY2MWQ1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Monster,series,2016,TV-14,28 Mar 2016,Drama,N/A,N/A,Korean,South Korea,tt5569480,7.7,63,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDY1ZDM2Y2MtNjE2ZS00ZWUyLWE1MzEtNjNkMjNiZmJmNmI0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Yong Pal,series,2015,N/A,05 Aug 2015,"Drama, Romance",N/A,N/A,Korean,South Korea,tt5010664,7.5,643,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTNmMDhlOTEtZDZkNi00MWI2LWEzMGQtMmNiZGUwYTM3ODY4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My ID Is Gangnam Beauty,series,2018,N/A,27 Jul 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8585954,7.5,"2,121",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGExNmEwMDUtZWZjMy00OTM5LWE0ODUtNzcwNjg0OTMwOGQwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My First First Love,series,2019,N/A,18 Apr 2019,Drama,N/A,N/A,Korean,South Korea,tt8995604,7.6,"1,392",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWVhNTgwMWEtN2U4Yi00NDhhLWIxOWQtNDc2Y2Y1MTFmM2U1XkEyXkFqcGdeQXVyMTEwMTcyMzkz._V1_SX300.jpg
Burning,movie,2018,Not Rated,17 May 2018,"Drama, Mystery",Chang-dong Lee,"Jungmi Oh (screenplay by), Chang-dong Lee (screenplay by), Haruki Murakami (based on the short story ""Barn Burning"" by)","Korean, English","South Korea, Japan",tt7282468,7.5,"50,002",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Be With You,movie,2018,PG-13,06 Apr 2018,"Drama, Fantasy, Romance",Jang-Hoon Lee,"Takuji Ichikawa (novel), Su-jin Kang, Jang-Hoon Lee",Korean,South Korea,tt8092252,7.7,"4,075",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzA3NjY4ZjUtMjQ3ZC00N2NmLTk2OTktODllODk0NGRmNjQyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
Aruna & Her Palate,movie,2018,TV-MA,27 Sep 2018,Drama,Edwin,"Laksmi Pamuntjak (story), Titien Wattimena (script writer)",Indonesian,"Indonesia, South Korea, Singapore",tt8894180,7.3,603,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDkwMmQ1Y2ItYjUxMi00MjQ0LTgyNWItZWMwMmFlYjg2Mzg2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Record of Youth,series,2020–,TV-14,07 Sep 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt12850322,7.3,"1,168",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Y5NDA4ZTAtNDViZS00NGMzLWFjNDUtZGI0NzRiNGQ3ZDg4XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The Good Detective,series,2020–,N/A,06 Jul 2020,"Action, Drama, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt12504214,7.4,297,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWY1ZjAwZTctMmUwNS00MmY0LTg3ZjItYTBmYWZmNWFkMTBlXkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_SX300.jpg
Familiar Wife,series,2018,N/A,01 Aug 2018,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt8487786,7.5,522,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg4YmFhYTEtNzdjMi00MjUwLWI5YTgtYmQ3MzNjMTY0MmE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
A-TEEN,series,2018–2019,N/A,01 Aug 2018,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt9861132,8.0,82,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWNkNzE2Y2EtY2JlNi00ODU3LTlmM2QtNmVmM2EyMzUxYzMyXkEyXkFqcGdeQXVyOTcxODQ3NzY@._V1_SX300.jpg
Personal Taste,series,2010,N/A,31 Mar 2010,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt1666217,7.5,"3,457",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzBmZThlOGEtNTFhMy00YWU5LWIzMGEtNDllNmNmOTBhYjlhXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
Train to Busan,movie,2016,Not Rated,20 Jul 2016,"Action, Horror, Thriller",Sang-ho Yeon,"Joo-Suk Park, Sang-ho Yeon (screenplay)","Korean, Hawaiian",South Korea,tt5700672,7.6,"167,271",RedPeter Film,N/A,https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@._V1_SX300.jpg
Invader ZIM: Enter the Florpus,movie,2019,TV-Y7-FV,16 Aug 2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Hae Young Jung, Young Kyun Park, Jhonen Vasquez","Jhonen Vasquez, Jhonen Vasquez (creator), Breehn Burns (story consultant), Eric Trueheart (writing consultant)","English, Korean","South Korea, USA",tt6739094,7.5,"4,866",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTYyY2NlMzktZWE4Yi00ZjkxLWJjZGItNTgyMDU3YTc4MTlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Love Alarm,series,2019–,TV-MA,22 Aug 2019,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt9145880,7.4,"2,318",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDI2ZmQ2MGMtN2NhMC00MWJiLWI5YmYtYzEzMjljOGI4YjAxXkEyXkFqcGdeQXVyMTA1OTkyNzk5._V1_SX300.jpg
The Beauty Inside,movie,2015,Not Rated,11 Sep 2015,"Drama, Romance",Jong-Yeol Baek,"Seon-jeong Kim, Jeong-ye Park, Kyung-hee Noh (narration writer)","Korean, Japanese, Czech, English",South Korea,tt4273886,7.4,"5,505",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTEzMzU4MzA0NzBeQTJeQWpwZ15BbWU4MDM2ODg5MjYx._V1_SX300.jpg
Forgotten,movie,2017,TV-MA,29 Nov 2017,"Horror, Mystery, Thriller",Hang-jun Jang,Hang-jun Jang,Korean,South Korea,tt7057496,7.4,"19,763",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWE2Y2FhNzQtN2NkOC00MjdjLTgyMDYtYTUwMzQ0MTIxNjcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Shopping King Louie,series,2016,N/A,21 Sep 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt5994306,7.4,885,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODcyYmFkM2MtMzg4ZS00MTY3LThkOTQtZTFiZGRhYzAxNzAzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
YG Future Strategy Office,series,2018–,TV-MA,05 Oct 2018,Comedy,N/A,N/A,N/A,South Korea,tt8129694,7.1,186,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I0ZDQyMTQtZTFkMC00ZDU5LTk1NjItZjlhYjg5YTFhMzdlXkEyXkFqcGdeQXVyNTk5NDY5Njc@._V1_SX300.jpg
My Secret Romance,series,2017,TV-14,17 Apr 2017,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt6300100,7.2,"1,887",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWE3YjI3M2MtYjAyYS00YjAyLWFkZDAtOTM5NDVjZTY0ZGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tomorrow with You,series,2017,TV-14,03 Feb 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5994346,7.5,655,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmU1ZmQwZGItNTM4Zi00NTYyLWFhNjItMTBlM2JlODA4Zjk2L2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Wok of Love,series,2018,N/A,07 May 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8236528,7.5,552,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWQyMTJiZTMtZjU1Zi00NzZjLWFlY2QtZTFmYjM5NjhlMmZhXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Cheese in the Trap,series,2016,N/A,04 Jan 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4741110,7.4,"2,946",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRiNThhODktZmVjNy00MzU5LThhZGYtMDllNWQ5YzJhZTUzXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
"Please Come Back, Mister",series,2016,N/A,24 Feb 2016,"Comedy, Drama, Fantasy",N/A,N/A,Korean,South Korea,tt5497708,7.5,438,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDFmOWUzMWMtNjI1Yi00YzhhLWFkNDEtZTZmNWNiODgxNDAwXkEyXkFqcGdeQXVyNDQ2MTcyOTM@._V1_SX300.jpg
Oggy and the Cockroaches,series,1997–,TV-Y,28 Nov 1998,"Animation, Action, Comedy, Family",N/A,"Jean-Yves Raimbaud, Marc Du Pontavice","French, English","France, Canada, Philippines, Vietnam, South Korea, USA, UK",tt0213363,7.3,"3,602",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzBmODg2NDctODE2Ny00NjcwLTliNTYtZTlmMjg4MTAwMzJmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg
Ultimate Beastmaster,series,2017–2018,N/A,24 Feb 2017,"Game-Show, Reality-TV",N/A,"David Broome, Sylvester Stallone","English, Spanish, Korean, Japanese, German, Portuguese","USA, Brazil, South Korea, Mexico, Japan, Germany",tt5607970,7.3,"2,116",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjkxMjM5MTkzM15BMl5BanBnXkFtZTgwNDAwODIzMTI@._V1_SX300.jpg
Okja,movie,2017,TV-MA,28 Jun 2017,"Action, Adventure, Drama, Sci-Fi",Bong Joon Ho,"Bong Joon Ho (screenplay by), Jon Ronson (screenplay by), Bong Joon Ho (story by)","English, Korean, Spanish","South Korea, USA",tt3967856,7.3,"106,006","Kate Street Picture Company, Plan B Entertainment, Lewis Pictures, Netflix",N/A,https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg
Argon,series,2017,N/A,04 Sep 2017,Drama,N/A,N/A,Korean,South Korea,tt7094798,7.4,202,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGExOGRiMGQtYjFmYS00YmU0LWJkYjAtYTBkZjFmZWJkNzcyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Emperor: Owner of the Mask,series,2017,N/A,10 May 2017,"Drama, History, Romance",N/A,N/A,Korean,South Korea,tt6201920,7.4,424,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjE0YWQ2ODUtNmRlYi00ZGU0LTkxODktN2U0ZGRkNDgzN2M5XkEyXkFqcGdeQXVyNzc3MzI2NTc@._V1_SX300.jpg
Hospital Ship,series,2017,N/A,30 Aug 2017,Romance,N/A,N/A,Korean,South Korea,tt7074992,6.2,277,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmViZmZlYWItN2I0Zi00N2ZlLTlhOTItMDBkYTZkYjU2NGMzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The King Loves,series,2017,N/A,17 Jul 2017,"Drama, Romance",N/A,N/A,N/A,South Korea,tt6256734,7.2,167,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTkxNmFlMTktOGQzYy00YTJhLTlhNGItYjVmMTJlYTQyNTcyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Pinkfong Wonderstar,series,2019–,N/A,16 Mar 2019,Animation,N/A,N/A,Korean,South Korea,tt9854932,7.0,12,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDc0YTZiOTAtYjUzNi00YzE3LWI5YzQtY2ZmMWQ4NWM3NGE3XkEyXkFqcGdeQXVyOTY0MDUzMDg@._V1_SX300.jpg
Pinkfong Wonderstar,series,2019–,N/A,16 Mar 2019,Animation,N/A,N/A,Korean,South Korea,tt9854932,7.0,12,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDc0YTZiOTAtYjUzNi00YzE3LWI5YzQtY2ZmMWQ4NWM3NGE3XkEyXkFqcGdeQXVyOTY0MDUzMDg@._V1_SX300.jpg
Mischievous Kiss,series,2010,N/A,01 Sep 2010,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt2096097,7.1,"2,839",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGNmZjhkYWQtZGZlMi00NTc0LWIwNjktNmYzZGNhZDA0ODljXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg
As One,movie,2012,PG-13,03 May 2012,"Drama, Sport",Hyun-Sung Moon,"Yeong-ah Yoo (screenplay), Sung-hui Kwon (screenplay), Hyun-Sung Moon (screenplay adaptation), Eun-ill Lee (screenplay adaptation)","Korean, Japanese",South Korea,tt2328503,7.0,"1,063",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTY4MTQzNTQyM15BMl5BanBnXkFtZTcwNjAzMzM5Nw@@._V1_SX300.jpg
Cinderella and the Four Knights,series,2016,N/A,12 Aug 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt5764414,7.4,"2,555",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDk4MzYxMjYtNWI0ZS00NDE1LTk5YjYtZjI4NDM1ZTBhZjdmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Liar and His Lover,series,2017,N/A,20 Mar 2017,"Music, Romance",N/A,N/A,Korean,South Korea,tt6422226,6.9,620,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzkwNWNhMTUtYmQ4MC00NDc0LWI4MzctMzVhMzk4MDliZTUyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
100 Days My Prince,series,2018,N/A,10 Sep 2018,"Comedy, History, Romance",N/A,N/A,Korean,South Korea,tt8199972,7.5,927,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjljZGVmOWUtMGE4My00OGEyLWE2MWUtOWViYmE1YjQ5YWQzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Time We Were Not in Love,series,2015,N/A,27 Jun 2015,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt4817002,7.3,299,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDdlY2M4NTktNGYwNS00NzY1LWJlMjAtYTcwOWMwMDYzMDQ4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Snowpiercer,movie,2013,R,11 Jul 2014,"Action, Drama, Sci-Fi",Bong Joon Ho,"Jacques Lob (based on ""Le Transperceneige"" by), Benjamin Legrand (based on ""Le Transperceneige"" by), Jean-Marc Rochette (based on ""Le Transperceneige"" by), Bong Joon Ho (screen story by), Bong Joon Ho (screenplay by), Kelly Masterson (screenplay by)","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",tt1706620,7.1,"322,589","Opus, CJ Entertainment, Stillking Films, Moho Film",N/A,https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_SX300.jpg
A Frozen Flower,movie,2008,N/A,30 Dec 2008,"Drama, History, Romance",Ha Yoo,Ha Yoo (screenplay),Korean,South Korea,tt1155053,7.1,"3,868",Universal Pictures,N/A,https://m.media-amazon.com/images/M/MV5BMWZhNjQ4ZTItNDM0NS00NGEzLWE5YjAtMmJmM2RhMTMwNzNkXkEyXkFqcGdeQXVyMzQ2MDUxMTg@._V1_SX300.jpg
Seoul Searching,movie,2015,TV-MA,15 Dec 2017,"Comedy, Drama, Music, Romance",Benson Lee,Benson Lee,"English, Korean, German","South Korea, China, USA",tt2566644,7.0,"1,306",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTUyNDM2MzQ1OV5BMl5BanBnXkFtZTgwMzU0NzEwOTE@._V1_SX300.jpg
Steel Rain,movie,2017,TV-MA,14 Mar 2018,"Action, Drama, Thriller",WooSuk Yang,"Ha-Yong Jung, WooSuk Yang","Korean, Mandarin, English",South Korea,tt6769508,7.1,"4,496",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzI0YjY0ODktOWU3MC00MjkyLThiNjQtNGM5NTllODRhOWQwXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
The Witch: Part 1 - The Subversion,movie,2018,Not Rated,27 Jun 2018,"Action, Mystery",Hoon-jung Park,Hoon-jung Park,"Korean, English",South Korea,tt8574252,7.1,"6,513",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODc0MjJhMDYtZjYwNy00NTc2LWJjYzYtMTQ2ODY3YjEyZTZjXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
Jesters: The Game Changers,movie,2019,N/A,21 Aug 2019,"Comedy, Drama, History",Joo-Ho Kim,Joo-Ho Kim,"Korean, Mandarin",South Korea,tt10892530,6.4,173,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmE1YzA3MTctMDU4MS00NTdkLThiYWUtODYyNDU0Zjk5OWUyXkEyXkFqcGdeQXVyODg1NjU2MjE@._V1_SX300.jpg
Tune in for Love,movie,2019,N/A,05 Nov 2019,"Drama, Romance",Ji-woo Jung,Ji-woo Jung,Korean,South Korea,tt10763618,7.1,"2,241",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjJiMGU4ZDMtYTA4MS00MjUyLWFkMjUtYzBmZTQ5NDRkNmExXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Snowpiercer,movie,2013,R,11 Jul 2014,"Action, Drama, Sci-Fi",Bong Joon Ho,"Jacques Lob (based on ""Le Transperceneige"" by), Benjamin Legrand (based on ""Le Transperceneige"" by), Jean-Marc Rochette (based on ""Le Transperceneige"" by), Bong Joon Ho (screen story by), Bong Joon Ho (screenplay by), Kelly Masterson (screenplay by)","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",tt1706620,7.1,"322,589","Opus, CJ Entertainment, Stillking Films, Moho Film",N/A,https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_SX300.jpg
My Only Love Song,series,2017–,N/A,09 Jun 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt6125832,6.8,522,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWJkNzc3YjEtNjQyZS00YzZlLWI5M2ItM2RmMzIzYmZiYmU4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Possessed,series,2019–,N/A,06 Mar 2019,"Comedy, Crime, Drama, Horror, Romance, Thriller",N/A,N/A,Korean,South Korea,tt9537306,6.9,495,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjBmMTMyZDYtZjkwZC00YTNhLTg4YmUtOTQ1MjZjOTc4MDY0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Abyss,series,2019,TV-14,06 May 2019,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt10055734,7.1,"1,190",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGNlN2I4Y2YtNGUyYi00MTk2LWJkYWItMTVhNjFiYzY3YmEyXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Rocko's Modern Life: Static Cling,movie,2019,TV-Y7,09 Aug 2019,"Animation, Action, Adventure, Comedy, Family","Joe Murray, Cosmo Segurson","Joe Murray (creator), Joe Murray, Mr. Lawrence, Martin Olson, Dan Becker (additional writing), Cosmo Segurson (additional writing), Tom Smith (additional writing)",English,"USA, South Korea",tt6172460,7.0,"3,445",N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2M1MDc2YzEtZDVmYS00NTE0LWEwOGMtZDQyNmNlZmRlYTAwXkEyXkFqcGdeQXVyODI3MTM2NDY@._V1_SX300.jpg
The Lies Within,series,2019–,N/A,12 Oct 2019,"Drama, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt10919902,6.8,206,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDMyN2RmZjUtZTJkYy00Yzg3LWFiODUtM2VkYjIzZjY5YWFkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Hymn of Death,series,2018,N/A,27 Nov 2018,"Drama, History, Music, Romance",N/A,N/A,Korean,South Korea,tt8160064,7.3,643,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjhiMWNiNzAtNGY3MC00MzRjLWI5MGMtYWJhNGFmYjkwYjdjXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
